customer_id,signup_month,age,tenure_months,region,channel,plan,sessions_week,avg_session_min,notif_click_rate,support_tickets_3m,discount_pct_3m,late_payments_6m,auto_renew,churn
C100343,15,53,19,West,app,Plus,6,8.18,0.349,0,0.137,0,0,1
C100344,6,41,34,South,app,Basic,9,7.25,0.003,0,0.018,0,1,0
C100345,20,54,2,East,app,Premium,4,4.88,0.113,0,0.0,0,0,0
C100346,4,23,44,South,store,Basic,8,9.74,0.125,0,0.079,0,1,0
C100347,9,28,69,East,app,Basic,3,9.06,0.108,0,0.107,0,0,0
C100348,5,59,34,North,app,Plus,3,8.64,0.258,0,0.146,1,1,0
C100349,22,21,33,North,web,Basic,5,18.66,0.293,0,0.147,0,1,1
C100350,9,56,33,North,app,Premium,9,19.53,0.219,0,0.418,0,0,0
C100351,4,41,10,Center,app,Basic,8,10.45,0.101,0,0.185,0,1,0
C100352,13,18,39,Center,web,Plus,8,2.99,0.198,1,0.122,0,0,0
C100353,23,61,63,West,store,Plus,5,5.95,0.056,0,0.165,0,0,0
C100354,14,57,63,West,store,Plus,7,13.77,0.041,0,0.17,0,0,0
C100355,23,64,70,North,app,Basic,4,17.53,0.192,2,0.104,0,0,0
C100356,1,69,12,East,app,Plus,5,7.23,0.236,0,0.0,0,0,0
C100357,23,59,58,South,web,Basic,7,10.22,0.114,0,0.043,0,1,0
C100358,12,65,36,East,app,Premium,4,11.47,0.202,2,0.067,0,0,0
C100359,14,24,19,Center,web,Plus,4,15.99,0.248,0,0.074,1,1,0
C100360,5,70,55,East,app,Plus,2,13.27,0.314,0,0.016,0,1,0
C100361,23,70,14,North,web,Basic,6,11.26,0.149,0,0.0,0,1,0
C100362,5,57,33,Center,app,Plus,4,7.58,0.112,0,0.094,0,0,0
C100363,20,63,38,Center,app,Plus,6,15.2,0.171,0,0.243,1,1,0
C100364,19,60,40,Center,web,Plus,6,13.26,0.227,0,0.08,0,1,0
C100365,3,68,42,Center,web,Plus,1,7.55,0.082,0,0.213,0,1,0
C100366,17,68,7,Center,web,Premium,7,5.15,0.165,0,0.0,0,0,0
C100367,20,47,63,Center,app,Premium,8,20.51,0.192,0,0.048,0,0,0
C100368,13,64,14,South,web,Plus,3,4.33,0.028,0,0.013,1,1,0
C100369,6,70,69,East,store,Premium,7,13.43,0.221,0,0.007,0,1,0
C100370,22,34,69,East,app,Plus,8,8.88,0.043,0,0.141,2,0,0
C100371,4,20,65,West,app,Basic,8,8.9,0.239,0,0.045,0,1,0
C100372,7,27,22,South,app,Premium,2,11.48,0.025,2,0.086,0,0,1
C100373,13,19,25,Center,web,Basic,7,18.41,0.038,2,0.0,0,1,0
C100374,15,42,56,South,app,Plus,4,13.7,0.32,0,0.065,0,0,0
C100375,16,19,42,Center,web,Plus,2,10.0,0.072,0,0.009,1,0,1
C100376,11,32,70,Center,app,Premium,5,18.05,0.053,0,0.06,0,1,1
C100377,7,32,9,Center,web,Basic,2,7.0,0.261,0,0.219,0,0,0
C100378,2,58,43,Center,app,Basic,4,15.74,0.039,0,0.07,1,1,0
C100379,11,32,37,South,web,Premium,7,16.37,0.194,0,0.1,0,0,0
C100380,17,72,67,North,app,Plus,5,11.83,0.288,0,0.109,1,0,0
C100381,3,28,6,South,web,Basic,4,12.78,0.11,0,0.0,0,1,1
C100382,3,73,31,Center,web,Plus,6,14.79,0.145,0,0.01,0,0,1
C100383,18,50,8,North,web,Plus,6,19.35,0.187,0,0.174,0,0,0
C100384,23,31,54,Center,app,Plus,4,16.46,0.311,0,0.147,1,1,0
C100385,20,20,9,West,app,Basic,5,9.9,0.112,0,0.11,0,1,1
C100386,4,35,70,South,web,Basic,5,10.6,0.065,0,0.053,0,1,0
C100387,4,51,22,North,app,Premium,5,9.23,0.164,0,0.055,1,1,0
C100388,16,24,32,South,app,Plus,4,6.91,0.195,0,0.0,0,0,0
C100389,17,27,22,East,web,Premium,3,9.48,0.298,0,0.263,0,0,0
C100390,19,24,24,North,store,Plus,7,8.08,0.091,1,0.063,1,1,1
C100391,19,56,51,Center,web,Basic,5,7.86,0.172,1,0.227,0,0,1
C100392,16,23,27,North,app,Basic,2,14.13,0.041,0,0.087,0,0,1
C100393,21,19,6,South,store,Plus,6,13.22,0.245,0,0.0,0,0,0
C100394,7,43,11,East,app,Plus,3,13.3,0.096,0,0.174,0,0,0
C100395,5,35,8,Center,app,Premium,5,14.16,0.269,1,0.0,0,0,1
C100396,13,50,70,North,web,Basic,5,14.54,0.261,1,0.0,0,0,0
C100397,15,71,47,North,store,Basic,6,12.52,0.161,0,0.0,0,0,0
C100398,6,66,67,South,web,Basic,5,14.35,0.0,0,0.0,0,1,0
C100399,7,48,48,North,store,Premium,3,5.99,0.216,0,0.075,0,1,1
C100400,18,54,50,South,web,Plus,4,12.08,0.281,0,0.062,1,1,0
C100401,20,64,51,East,app,Plus,7,11.04,0.009,0,0.221,0,0,0
C100402,23,42,63,East,web,Premium,3,15.93,0.137,0,0.038,0,0,0
C100403,6,55,52,South,web,Plus,7,11.91,0.077,0,0.057,0,1,0
C100404,20,30,33,North,app,Plus,7,7.51,0.0,0,0.053,0,0,0
C100405,24,52,48,Center,web,Plus,4,17.11,0.013,2,0.0,0,0,0
C100406,6,31,28,Center,app,Plus,5,10.38,0.241,1,0.0,0,1,1
C100407,15,28,40,South,app,Plus,3,14.77,0.0,0,0.0,0,0,1
C100408,1,61,10,North,store,Basic,7,14.78,0.21,0,0.17,0,1,0
C100409,12,50,53,North,app,Plus,2,14.67,0.027,1,0.0,0,0,1
C100410,18,39,3,West,app,Basic,4,15.54,0.159,0,0.064,1,0,0
C100411,7,20,6,West,app,Basic,0,8.74,0.214,0,0.0,0,0,1
C100412,14,31,18,North,app,Plus,5,6.85,0.118,0,0.127,0,0,0
C100413,19,63,16,East,app,Plus,9,11.24,0.007,0,0.183,0,1,0
C100414,16,44,54,North,app,Basic,5,4.41,0.0,1,0.0,0,1,0
C100415,8,72,53,Center,app,Premium,2,16.4,0.313,0,0.232,1,0,0
C100416,12,69,17,West,app,Plus,4,13.16,0.045,0,0.126,0,1,0
C100417,23,66,14,West,app,Plus,4,10.87,0.07,1,0.038,1,0,1
C100418,24,18,25,Center,app,Premium,6,8.14,0.049,0,0.067,0,1,0
C100419,8,20,38,East,app,Plus,4,5.48,0.376,0,0.122,0,0,0
C100420,8,50,51,Center,app,Plus,2,17.82,0.267,1,0.264,0,1,0
C100421,8,37,19,East,app,Basic,6,14.22,0.064,1,0.008,0,0,0
C100422,24,65,50,Center,web,Basic,3,8.33,0.045,1,0.0,0,1,1
C100423,22,36,31,North,web,Plus,5,8.51,0.17,1,0.0,0,1,0
C100424,22,26,6,North,store,Plus,3,17.31,0.141,0,0.084,0,0,1
C100425,23,24,60,South,web,Plus,3,13.11,0.257,0,0.015,0,0,0
C100426,4,35,24,South,web,Basic,4,10.88,0.094,0,0.0,0,0,1
C100427,4,53,47,West,app,Basic,6,13.5,0.232,0,0.0,0,0,0
C100428,8,25,21,North,web,Premium,4,12.29,0.162,0,0.167,0,0,1
C100429,15,63,32,East,web,Plus,6,7.23,0.004,0,0.081,1,0,0
C100430,9,35,47,West,store,Plus,3,18.37,0.188,0,0.104,0,1,0
C100431,14,35,20,East,app,Basic,3,16.01,0.31,0,0.029,0,0,0
C100432,1,55,6,North,store,Plus,8,12.64,0.19,0,0.082,0,1,1
C100433,5,67,58,North,store,Plus,4,4.58,0.111,0,0.0,0,1,1
C100434,15,42,6,North,store,Basic,7,14.79,0.447,0,0.133,0,0,1
C100435,24,63,47,Center,web,Basic,10,10.13,0.091,1,0.1,1,1,0
C100436,2,35,43,East,web,Basic,6,14.12,0.022,1,0.304,0,1,0
C100437,8,25,32,North,store,Plus,0,13.85,0.186,1,0.066,0,1,0
C100438,15,65,12,Center,app,Premium,6,6.42,0.111,0,0.318,0,0,0
C100439,3,61,62,North,web,Plus,5,13.68,0.208,0,0.138,0,0,0
C100440,9,60,28,South,app,Basic,11,10.76,0.093,0,0.0,0,0,0
C100441,16,68,50,North,app,Premium,8,8.51,0.357,0,0.0,0,0,0
C100442,21,46,60,East,web,Plus,5,14.66,0.167,0,0.0,1,1,0
C100443,11,29,70,South,web,Premium,5,11.18,0.239,0,0.201,0,0,0
C100444,23,51,57,North,app,Plus,8,16.97,0.066,0,0.15,0,0,0
C100445,11,50,48,East,web,Basic,6,13.98,0.161,0,0.064,1,0,0
C100446,10,40,70,Center,web,Basic,5,7.26,0.098,2,0.174,0,0,0
C100447,14,54,64,South,app,Basic,7,12.67,0.12,0,0.053,0,0,0
C100448,8,33,3,South,app,Basic,2,8.31,0.288,0,0.055,1,1,1
C100449,7,52,40,Center,app,Basic,4,13.63,0.298,1,0.045,1,1,0
C100450,6,63,23,Center,web,Plus,4,11.96,0.004,0,0.0,0,0,1
C100451,16,23,51,East,store,Plus,3,16.74,0.082,0,0.053,2,0,1
C100452,20,43,9,West,web,Basic,6,11.04,0.307,1,0.062,0,1,0
C100453,18,55,60,East,app,Plus,3,7.21,0.076,0,0.115,0,1,0
C100454,23,20,69,South,store,Plus,5,10.12,0.2,0,0.012,1,0,0
C100455,14,54,7,West,app,Basic,3,8.8,0.155,1,0.009,0,1,1
C100456,18,70,54,North,app,Premium,1,2.97,0.211,0,0.209,0,1,0
C100457,4,64,34,West,web,Premium,2,8.36,0.067,1,0.03,1,0,0
C100458,18,57,71,North,app,Plus,7,16.92,0.231,1,0.045,0,0,0
C100459,2,63,43,West,app,Plus,7,6.02,0.215,0,0.017,1,0,0
C100460,21,38,68,East,app,Plus,8,13.77,0.138,0,0.141,0,0,0
C100461,6,36,5,Center,store,Basic,2,9.16,0.17,0,0.141,0,0,1
C100462,21,22,43,East,app,Basic,6,14.2,0.291,0,0.059,0,0,0
C100463,23,59,57,West,app,Plus,5,12.5,0.247,2,0.0,0,0,1
C100464,13,35,4,North,app,Basic,1,10.63,0.328,0,0.066,0,0,0
C100465,17,67,51,South,web,Plus,5,5.43,0.484,0,0.264,0,0,0
C100466,9,44,60,North,web,Basic,4,7.14,0.118,0,0.02,0,0,0
C100467,6,68,67,South,store,Basic,9,9.09,0.111,0,0.042,0,0,0
C100468,5,25,39,North,web,Premium,5,19.47,0.08,0,0.176,0,1,0
C100469,17,27,27,South,web,Basic,10,18.39,0.204,0,0.16,0,1,0
C100470,22,37,60,North,web,Basic,7,5.99,0.203,1,0.044,2,0,1
C100471,11,19,34,Center,app,Plus,7,12.19,0.0,0,0.022,1,1,0
C100472,22,46,23,West,app,Basic,6,5.84,0.305,0,0.207,1,0,0
C100473,7,55,65,Center,app,Premium,6,10.38,0.183,0,0.098,0,1,1
C100474,24,55,56,West,app,Basic,8,18.02,0.081,0,0.043,0,0,0
C100475,17,30,30,Center,app,Basic,5,15.72,0.188,0,0.096,0,0,0
C100476,5,27,4,North,app,Plus,4,13.32,0.0,0,0.0,0,0,1
C100477,9,50,60,West,app,Basic,4,4.71,0.106,0,0.0,2,0,0
C100478,15,54,16,North,app,Basic,4,8.45,0.18,0,0.223,0,1,0
C100479,3,71,30,South,app,Basic,7,7.55,0.251,0,0.073,0,0,0
C100480,3,69,4,West,app,Basic,3,20.73,0.194,0,0.0,0,1,0
C100481,4,39,24,West,store,Premium,7,11.54,0.079,0,0.196,0,1,0
C100482,21,27,65,South,app,Plus,2,16.91,0.085,0,0.094,0,0,0
C100483,24,32,20,North,app,Plus,4,13.41,0.21,0,0.173,1,1,0
C100484,20,68,5,South,web,Basic,8,11.34,0.351,2,0.056,0,0,1
C100485,6,44,16,Center,web,Plus,10,9.45,0.15,0,0.146,0,1,1
C100486,23,74,13,Center,store,Basic,7,17.88,0.055,2,0.139,0,1,1
C100487,13,55,31,Center,app,Basic,5,11.48,0.043,0,0.0,0,1,1
C100488,13,51,11,North,app,Basic,3,13.77,0.176,0,0.118,0,0,1
C100489,13,23,12,North,web,Basic,7,12.31,0.0,0,0.182,1,1,1
C100490,1,51,19,East,web,Plus,6,8.86,0.049,0,0.012,0,1,0
C100491,10,39,59,North,web,Basic,5,14.69,0.096,0,0.022,0,1,0
C100492,20,66,20,South,store,Basic,5,8.42,0.269,1,0.0,1,1,1
C100493,2,25,70,Center,store,Premium,6,12.61,0.173,0,0.074,0,0,0
C100494,12,28,54,South,app,Basic,2,7.99,0.266,2,0.057,0,1,0
C100495,12,55,7,South,app,Basic,4,4.23,0.299,0,0.062,0,1,1
C100496,6,56,27,Center,store,Premium,3,16.25,0.046,0,0.015,1,0,0
C100497,2,65,4,East,app,Basic,5,15.51,0.227,0,0.317,0,0,0
C100498,9,47,13,South,app,Basic,5,12.44,0.06,1,0.13,0,0,1
C100499,8,39,1,West,web,Plus,9,5.26,0.457,0,0.0,0,0,1
C100500,16,35,26,South,app,Premium,6,7.15,0.287,1,0.16,0,0,0
C100501,6,39,67,West,web,Premium,6,13.24,0.161,0,0.0,0,0,0
C100502,21,55,70,West,store,Premium,3,6.13,0.199,0,0.164,1,0,0
C100503,3,48,6,East,web,Plus,5,23.79,0.296,0,0.22,0,0,0
C100504,4,34,23,Center,app,Premium,4,7.79,0.092,0,0.0,0,0,1
C100505,2,30,49,Center,app,Basic,1,9.96,0.092,3,0.141,0,1,0
C100506,10,58,54,North,app,Basic,8,17.03,0.068,0,0.0,0,0,0
C100507,16,32,22,East,app,Plus,5,15.71,0.207,1,0.051,0,1,0
C100508,3,29,35,South,web,Plus,7,14.44,0.247,0,0.164,0,0,0
C100509,24,36,15,East,app,Premium,5,15.21,0.157,1,0.0,0,1,0
C100510,19,66,38,North,app,Basic,5,15.98,0.292,2,0.294,0,0,0
C100511,19,44,18,North,web,Basic,5,12.68,0.025,0,0.012,0,1,1
C100512,1,51,13,South,web,Plus,7,10.43,0.311,0,0.223,0,0,0
C100513,9,22,49,East,web,Basic,1,11.5,0.305,0,0.211,1,1,0
C100514,3,37,11,North,app,Plus,8,13.19,0.341,0,0.126,0,0,0
C100515,14,60,2,North,app,Premium,5,13.7,0.0,0,0.088,0,0,1
C100516,21,62,34,Center,web,Basic,9,16.46,0.123,0,0.12,0,1,0
C100517,17,51,62,Center,web,Premium,2,14.47,0.334,0,0.13,0,0,0
C100518,2,67,27,North,web,Plus,4,16.01,0.169,0,0.15,1,0,1
C100519,22,35,41,North,app,Basic,5,10.61,0.0,1,0.0,0,0,1
C100520,5,27,14,North,store,Basic,5,9.49,0.186,0,0.106,1,0,0
C100521,20,22,17,North,app,Plus,7,9.45,0.154,0,0.106,0,1,1
C100522,8,29,12,North,web,Basic,1,11.34,0.057,0,0.295,0,0,0
C100523,20,61,15,North,web,Plus,5,6.46,0.176,0,0.071,0,1,0
C100524,9,69,44,Center,store,Basic,6,9.34,0.059,1,0.132,0,0,0
C100525,1,25,47,East,app,Plus,10,13.76,0.34,1,0.0,0,0,0
C100526,8,46,23,South,store,Premium,3,10.0,0.0,0,0.0,0,1,0
C100527,19,25,45,South,web,Premium,4,7.47,0.261,0,0.014,0,1,0
C100528,5,66,28,Center,web,Premium,8,6.81,0.327,0,0.094,0,0,0
C100529,12,25,23,North,app,Basic,6,8.22,0.03,1,0.0,0,1,1
C100530,15,54,12,North,store,Premium,3,8.21,0.229,0,0.15,0,0,1
C100531,21,22,24,North,app,Basic,4,18.34,0.0,0,0.068,0,1,1
C100532,17,60,23,West,store,Basic,4,17.8,0.332,0,0.0,0,1,0
C100533,11,69,33,East,web,Plus,4,19.17,0.228,0,0.206,0,1,0
C100534,5,59,60,South,web,Premium,6,10.64,0.349,0,0.124,0,1,0
C100535,19,33,65,South,app,Basic,6,8.1,0.133,2,0.205,0,1,0
C100536,1,65,17,East,web,Basic,4,9.21,0.295,1,0.0,0,0,1
C100537,24,35,39,East,app,Plus,6,6.8,0.33,0,0.048,0,1,0
C100538,2,60,9,Center,web,Premium,5,12.28,0.23,0,0.218,0,0,0
C100539,6,65,60,East,web,Plus,5,8.88,0.251,0,0.022,0,0,0
C100540,21,45,24,South,app,Basic,7,15.46,0.304,0,0.0,0,1,1
C100541,19,53,46,Center,web,Plus,6,8.26,0.0,0,0.105,0,0,0
C100542,8,66,64,Center,web,Premium,5,12.66,0.38,0,0.036,0,0,0
C100543,13,28,40,North,app,Basic,7,1.0,0.149,0,0.0,0,1,0
C100544,20,19,65,South,web,Premium,0,10.6,0.111,1,0.04,1,0,1
C100545,12,42,35,West,web,Premium,1,11.56,0.27,0,0.205,0,0,0
C100546,13,28,68,East,app,Basic,5,12.11,0.297,1,0.053,0,1,0
C100547,13,68,49,North,web,Premium,7,9.84,0.129,1,0.238,0,0,0
C100548,5,67,45,North,web,Plus,5,12.0,0.093,1,0.099,0,1,0
C100549,5,39,35,Center,store,Premium,7,12.18,0.0,0,0.153,0,1,0
C100550,10,35,70,North,web,Plus,3,12.29,0.279,0,0.04,1,0,1
C100551,15,58,52,North,app,Basic,6,17.62,0.292,0,0.034,0,1,0
C100552,21,43,42,East,store,Plus,7,10.71,0.093,0,0.0,0,0,1
C100553,5,23,13,Center,store,Basic,4,15.46,0.186,1,0.119,0,1,0
C100554,6,55,60,South,app,Basic,9,17.61,0.133,1,0.131,0,0,0
C100555,4,59,23,Center,store,Basic,7,16.17,0.221,0,0.068,0,1,0
C100556,9,21,7,West,app,Basic,1,14.28,0.189,0,0.158,0,0,0
C100557,5,62,62,South,app,Basic,3,14.16,0.114,0,0.125,0,0,0
C100558,8,48,49,North,app,Plus,6,17.22,0.153,0,0.129,0,1,0
C100559,21,65,29,East,app,Plus,3,17.5,0.049,1,0.064,0,1,0
C100560,24,66,39,Center,app,Basic,4,9.97,0.186,0,0.05,3,0,0
C100561,3,56,60,Center,app,Plus,5,11.78,0.13,0,0.0,0,0,0
C100562,6,37,20,Center,store,Basic,2,18.23,0.217,0,0.0,0,1,1
C100563,10,39,67,Center,web,Basic,5,13.92,0.073,0,0.016,0,0,0
C100564,15,59,9,Center,store,Plus,4,7.48,0.088,0,0.189,0,1,1
C100565,1,21,42,Center,web,Plus,4,12.83,0.089,0,0.22,0,0,1
C100566,20,31,51,North,app,Plus,3,15.31,0.104,0,0.161,0,1,0
C100567,17,47,8,West,app,Plus,4,14.29,0.477,0,0.0,0,0,0
C100568,4,71,21,North,app,Premium,6,12.54,0.179,1,0.012,1,1,0
C100569,1,61,54,Center,store,Premium,6,11.59,0.122,0,0.0,0,1,0
C100570,19,64,44,Center,web,Premium,2,11.03,0.0,0,0.003,1,0,0
C100571,15,28,48,North,web,Basic,2,7.65,0.272,1,0.161,1,0,0
C100572,20,33,48,Center,store,Plus,4,14.22,0.045,0,0.097,0,0,0
C100573,7,33,21,Center,web,Basic,5,13.65,0.257,0,0.009,1,1,0
C100574,14,60,3,South,app,Premium,3,9.32,0.272,0,0.071,0,1,1
C100575,5,48,62,South,store,Plus,7,9.16,0.083,0,0.0,0,1,0
C100576,18,30,9,Center,web,Basic,4,9.38,0.231,0,0.147,0,0,0
C100577,17,60,35,South,app,Basic,5,10.86,0.383,1,0.089,0,1,0
C100578,20,54,63,East,web,Plus,3,19.28,0.042,0,0.203,0,1,0
C100579,23,69,5,Center,app,Plus,5,12.73,0.0,0,0.057,0,0,0
C100580,23,49,51,Center,web,Basic,4,14.34,0.154,0,0.058,0,1,0
C100581,21,25,5,South,web,Basic,5,12.43,0.1,1,0.142,0,0,1
C100582,2,68,9,Center,store,Premium,6,12.75,0.196,1,0.06,0,1,0
C100583,10,28,17,East,app,Plus,7,11.75,0.124,1,0.0,0,0,0
C100584,23,21,26,North,web,Plus,2,5.4,0.134,0,0.088,0,1,1
C100585,16,63,44,South,app,Basic,8,16.58,0.259,0,0.0,1,1,0
C100586,5,43,26,Center,store,Basic,5,14.82,0.0,1,0.056,1,0,0
C100587,19,54,58,North,app,Plus,5,14.53,0.194,0,0.0,0,1,0
C100588,12,25,6,West,store,Basic,3,14.34,0.107,1,0.062,0,0,1
C100589,22,59,8,North,store,Plus,4,16.5,0.123,0,0.201,0,1,0
C100590,8,41,17,East,web,Plus,6,10.57,0.092,1,0.072,0,0,1
C100591,17,74,2,West,web,Plus,5,15.22,0.0,0,0.131,0,0,0
C100592,5,54,19,West,web,Basic,7,22.59,0.237,0,0.056,0,0,1
C100593,1,71,45,North,store,Basic,5,18.43,0.156,0,0.198,0,0,0
C100594,1,63,48,North,app,Basic,5,13.62,0.308,0,0.259,0,1,0
C100595,8,66,30,North,store,Basic,10,6.18,0.137,1,0.089,0,0,1
C100596,13,23,23,Center,app,Plus,4,2.27,0.021,0,0.145,0,1,1
C100597,18,62,32,West,app,Plus,4,10.39,0.076,0,0.075,0,0,1
C100598,3,52,40,South,store,Premium,3,14.7,0.152,0,0.142,1,0,0
C100599,9,40,59,North,app,Plus,3,10.75,0.055,0,0.024,1,1,0
C100600,20,35,11,North,app,Plus,5,13.93,0.01,0,0.294,0,0,1
C100601,11,54,66,East,web,Premium,6,14.65,0.496,0,0.317,0,0,0
C100602,16,29,28,South,web,Plus,3,16.19,0.236,0,0.187,0,1,0
C100603,6,28,69,North,app,Basic,8,17.79,0.187,0,0.15,0,0,0
C100604,23,67,22,South,web,Basic,2,14.03,0.026,1,0.041,0,0,1
C100605,8,61,56,North,app,Basic,4,10.99,0.0,0,0.0,0,0,1
C100606,24,51,33,Center,app,Basic,7,11.45,0.17,0,0.113,0,1,0
C100607,13,61,1,North,app,Basic,7,9.25,0.034,0,0.0,1,1,1
C100608,3,36,3,West,app,Basic,5,23.96,0.072,0,0.063,0,0,0
C100609,6,59,11,Center,app,Basic,5,16.35,0.344,0,0.028,1,0,0
C100610,2,29,43,South,app,Basic,9,15.65,0.0,0,0.04,0,0,0
C100611,15,43,42,North,app,Premium,5,7.1,0.364,0,0.0,0,1,0
C100612,14,26,12,Center,store,Basic,1,7.57,0.393,1,0.133,0,1,0
C100613,1,39,68,South,app,Basic,5,13.44,0.158,1,0.009,0,1,1
C100614,20,37,24,East,app,Basic,5,15.11,0.17,0,0.0,0,0,0
C100615,1,41,6,West,store,Basic,3,15.21,0.251,0,0.104,0,1,1
C100616,9,45,40,Center,web,Basic,5,18.5,0.255,1,0.009,0,1,0
C100617,23,19,37,Center,store,Plus,4,14.92,0.127,0,0.071,0,0,1
C100618,17,37,9,Center,app,Basic,3,11.7,0.045,0,0.148,1,1,1
C100619,24,66,29,Center,web,Plus,3,12.12,0.208,0,0.184,0,0,1
C100620,24,42,46,East,app,Plus,2,15.73,0.17,0,0.207,0,0,0
C100621,19,48,29,Center,store,Premium,10,17.45,0.0,0,0.27,0,0,0
C100622,3,23,26,Center,app,Basic,2,18.04,0.119,0,0.176,0,1,0
C100623,19,40,20,South,store,Basic,5,15.27,0.253,0,0.074,0,0,1
C100624,15,73,29,South,app,Basic,8,21.25,0.247,1,0.092,0,0,0
C100625,1,49,20,Center,web,Plus,9,10.65,0.161,1,0.18,1,0,0
C100626,14,19,14,North,web,Basic,5,14.07,0.193,0,0.094,0,0,0
C100627,18,59,17,East,web,Plus,4,9.56,0.164,0,0.229,1,0,1
C100628,21,61,9,North,app,Basic,5,11.58,0.213,0,0.0,0,0,0
C100629,18,39,8,West,store,Premium,6,19.73,0.256,0,0.0,0,1,0
C100630,13,19,21,Center,app,Basic,3,7.7,0.0,0,0.072,0,1,1
C100631,22,65,40,Center,app,Basic,2,12.1,0.299,0,0.017,0,0,0
C100632,10,32,6,South,web,Premium,3,11.8,0.083,0,0.094,0,1,0
C100633,17,70,32,West,app,Plus,4,13.28,0.141,1,0.277,0,0,0
C100634,20,38,47,Center,web,Plus,3,15.05,0.305,2,0.167,0,1,0
C100635,7,40,51,Center,web,Premium,5,9.28,0.121,1,0.096,0,0,0
C100636,14,63,34,Center,app,Premium,6,10.29,0.0,0,0.143,0,1,1
C100637,19,25,46,North,app,Basic,5,9.79,0.284,0,0.0,0,0,0
C100638,10,19,40,Center,app,Premium,1,8.17,0.012,0,0.219,1,0,1
C100639,4,61,68,West,web,Basic,6,11.9,0.187,0,0.125,0,1,0
C100640,8,70,61,West,web,Plus,5,9.94,0.137,0,0.102,1,1,1
C100641,13,74,25,Center,store,Basic,7,10.28,0.218,1,0.122,0,1,0
C100642,17,25,4,West,app,Basic,10,8.19,0.059,1,0.139,0,0,0
C100643,3,26,63,North,app,Basic,7,6.86,0.273,0,0.091,0,0,0
C100644,20,37,1,East,web,Basic,9,7.5,0.251,0,0.0,0,0,0
C100645,14,58,28,North,web,Premium,7,7.48,0.122,0,0.134,0,1,0
C100646,22,69,18,Center,web,Basic,6,8.36,0.223,0,0.0,0,1,0
C100647,24,65,47,Center,app,Plus,4,6.55,0.192,0,0.0,1,0,1
C100648,24,39,2,Center,app,Basic,6,7.71,0.329,0,0.155,0,0,0
C100649,4,70,58,West,web,Basic,11,19.03,0.275,1,0.151,1,1,0
C100650,13,32,44,Center,store,Basic,6,7.26,0.291,0,0.163,0,0,0
C100651,13,25,29,North,app,Plus,11,14.51,0.104,0,0.116,0,1,0
C100652,11,42,1,North,web,Basic,9,23.69,0.022,0,0.101,0,0,1
C100653,20,23,32,East,web,Plus,5,17.29,0.221,0,0.0,0,1,0
C100654,23,56,40,North,store,Basic,0,14.72,0.164,0,0.261,1,0,0
C100655,3,74,45,North,app,Plus,4,11.13,0.041,1,0.01,0,1,0
C100656,7,24,28,North,app,Plus,2,20.91,0.273,0,0.133,0,1,0
C100657,11,24,8,West,app,Basic,5,12.05,0.218,3,0.077,0,1,0
C100658,20,28,13,Center,app,Basic,9,12.82,0.173,1,0.042,0,0,0
C100659,13,28,38,North,web,Premium,7,5.63,0.202,1,0.0,1,1,0
C100660,14,48,17,South,app,Premium,3,13.34,0.261,1,0.156,0,1,1
C100661,20,50,7,Center,store,Plus,7,14.36,0.274,0,0.077,0,0,0
C100662,11,72,27,South,app,Basic,6,5.35,0.082,1,0.155,0,0,1
C100663,7,43,16,West,web,Premium,12,13.32,0.076,0,0.052,0,0,0
C100664,17,70,29,East,app,Plus,3,14.15,0.164,0,0.0,0,0,0
C100665,11,60,45,South,web,Basic,4,13.66,0.0,0,0.1,0,1,0
C100666,14,66,12,West,app,Basic,4,7.25,0.322,1,0.168,1,1,0
C100667,20,28,70,South,app,Plus,4,10.65,0.026,0,0.122,0,0,1
C100668,5,43,10,Center,app,Basic,4,17.49,0.134,0,0.122,0,0,1
C100669,6,70,71,West,app,Plus,2,14.98,0.181,0,0.232,0,1,0
C100670,3,60,26,West,app,Premium,5,7.01,0.25,0,0.0,1,0,0
C100671,17,30,19,East,store,Plus,6,13.36,0.171,0,0.094,0,0,1
C100672,23,66,51,Center,store,Plus,8,4.89,0.088,0,0.194,0,1,0
C100673,20,61,11,Center,web,Premium,3,14.55,0.175,0,0.029,0,0,0
C100674,7,26,45,North,app,Plus,6,17.37,0.513,1,0.0,1,1,0
C100675,6,21,37,Center,store,Premium,3,21.4,0.34,0,0.05,1,0,1
C100676,20,32,60,East,web,Basic,4,10.3,0.065,0,0.069,0,1,0
C100677,22,44,32,Center,web,Premium,5,12.07,0.2,1,0.112,1,1,1
C100678,1,26,17,West,web,Basic,8,11.71,0.156,0,0.14,0,0,0
C100679,1,19,27,South,app,Basic,4,8.7,0.166,1,0.127,0,0,1
C100680,13,24,9,South,app,Plus,3,8.54,0.144,0,0.104,0,1,1
C100681,16,35,55,East,app,Plus,4,14.26,0.456,1,0.2,0,1,0
C100682,7,40,11,Center,app,Basic,9,9.81,0.12,1,0.139,0,0,0
C100683,18,35,51,South,app,Plus,6,11.76,0.152,1,0.099,1,0,0
C100684,21,43,28,Center,store,Plus,10,10.05,0.257,0,0.06,0,0,0
C100685,7,59,40,Center,app,Plus,3,9.81,0.304,0,0.0,0,1,0
C100686,6,32,29,East,web,Basic,4,8.02,0.131,0,0.209,0,0,1
C100687,20,43,45,North,app,Basic,4,10.37,0.366,0,0.012,0,0,0
